"AGE","TIME","UNIT","SEX","GEO","Value","Flag and Footnotes"
"From 35 to 39 years","2017W44","Number","Total","Belgium","16",""
"From 35 to 39 years","2017W45","Number","Total","Belgium","12",""
"From 35 to 39 years","2017W46","Number","Total","Belgium","17",""
"From 35 to 39 years","2017W47","Number","Total","Belgium","9",""
"From 35 to 39 years","2017W48","Number","Total","Belgium","14",""
"From 35 to 39 years","2017W49","Number","Total","Belgium","14",""
"From 35 to 39 years","2017W50","Number","Total","Belgium","16",""
"From 35 to 39 years","2017W51","Number","Total","Belgium","7",""
"From 35 to 39 years","2017W52","Number","Total","Belgium","16",""
"From 35 to 39 years","2017W99","Number","Total","Belgium",":",""
"From 35 to 39 years","2018W01","Number","Total","Belgium","13",""
"From 35 to 39 years","2018W02","Number","Total","Belgium","10",""
"From 35 to 39 years","2018W03","Number","Total","Belgium","12",""
"From 35 to 39 years","2018W04","Number","Total","Belgium","5",""
"From 35 to 39 years","2018W05","Number","Total","Belgium","22",""
"From 35 to 39 years","2018W06","Number","Total","Belgium","8",""
"From 35 to 39 years","2018W07","Number","Total","Belgium","10",""
"From 35 to 39 years","2018W08","Number","Total","Belgium","7",""
"From 35 to 39 years","2018W09","Number","Total","Belgium","19",""
"From 35 to 39 years","2018W10","Number","Total","Belgium","18",""
"From 35 to 39 years","2018W11","Number","Total","Belgium","15",""
"From 35 to 39 years","2018W12","Number","Total","Belgium","10",""
"From 35 to 39 years","2018W13","Number","Total","Belgium","18",""
"From 35 to 39 years","2018W14","Number","Total","Belgium","10",""
"From 35 to 39 years","2018W15","Number","Total","Belgium","9",""
"From 35 to 39 years","2018W16","Number","Total","Belgium","7",""
"From 35 to 39 years","2018W17","Number","Total","Belgium","14",""
"From 35 to 39 years","2018W18","Number","Total","Belgium","15",""
"From 35 to 39 years","2018W19","Number","Total","Belgium","16",""
"From 35 to 39 years","2018W20","Number","Total","Belgium","6",""
"From 35 to 39 years","2018W21","Number","Total","Belgium","14",""
"From 35 to 39 years","2018W22","Number","Total","Belgium","11",""
"From 35 to 39 years","2018W23","Number","Total","Belgium","11",""
"From 35 to 39 years","2018W24","Number","Total","Belgium","11",""
"From 35 to 39 years","2018W25","Number","Total","Belgium","7",""
"From 35 to 39 years","2018W26","Number","Total","Belgium","12",""
"From 35 to 39 years","2018W27","Number","Total","Belgium","11",""
"From 35 to 39 years","2018W28","Number","Total","Belgium","8",""
"From 35 to 39 years","2018W29","Number","Total","Belgium","8",""
"From 35 to 39 years","2018W30","Number","Total","Belgium","19",""
"From 35 to 39 years","2018W31","Number","Total","Belgium","11",""
"From 35 to 39 years","2018W32","Number","Total","Belgium","12",""
"From 35 to 39 years","2018W33","Number","Total","Belgium","10",""
"From 35 to 39 years","2018W34","Number","Total","Belgium","10",""
"From 35 to 39 years","2018W35","Number","Total","Belgium","14",""
"From 35 to 39 years","2018W36","Number","Total","Belgium","11",""
"From 35 to 39 years","2018W37","Number","Total","Belgium","12",""
"From 35 to 39 years","2018W38","Number","Total","Belgium","11",""
"From 35 to 39 years","2018W39","Number","Total","Belgium","9",""
"From 35 to 39 years","2018W40","Number","Total","Belgium","12",""
"From 35 to 39 years","2018W41","Number","Total","Belgium","22",""
"From 35 to 39 years","2018W42","Number","Total","Belgium","9",""
"From 35 to 39 years","2018W43","Number","Total","Belgium","14",""
"From 35 to 39 years","2018W44","Number","Total","Belgium","14",""
"From 35 to 39 years","2018W45","Number","Total","Belgium","12",""
"From 35 to 39 years","2018W46","Number","Total","Belgium","11",""
"From 35 to 39 years","2018W47","Number","Total","Belgium","14",""
"From 35 to 39 years","2018W48","Number","Total","Belgium","9",""
"From 35 to 39 years","2018W49","Number","Total","Belgium","12",""
"From 35 to 39 years","2018W50","Number","Total","Belgium","10",""
"From 35 to 39 years","2018W51","Number","Total","Belgium","8",""
"From 35 to 39 years","2018W52","Number","Total","Belgium","9",""
"From 35 to 39 years","2018W99","Number","Total","Belgium",":",""
"From 35 to 39 years","2019W01","Number","Total","Belgium","18","p"
"From 35 to 39 years","2019W02","Number","Total","Belgium","10","p"
"From 35 to 39 years","2019W03","Number","Total","Belgium","7","p"
"From 35 to 39 years","2019W04","Number","Total","Belgium","13","p"
"From 35 to 39 years","2019W05","Number","Total","Belgium","14","p"
"From 35 to 39 years","2019W06","Number","Total","Belgium","13","p"
"From 35 to 39 years","2019W07","Number","Total","Belgium","11","p"
"From 35 to 39 years","2019W08","Number","Total","Belgium","9","p"
"From 35 to 39 years","2019W09","Number","Total","Belgium","8","p"
"From 35 to 39 years","2019W10","Number","Total","Belgium","11","p"
"From 35 to 39 years","2019W11","Number","Total","Belgium","16","p"
"From 35 to 39 years","2019W12","Number","Total","Belgium","10","p"
"From 35 to 39 years","2019W13","Number","Total","Belgium","13","p"
"From 35 to 39 years","2019W14","Number","Total","Belgium","12","p"
"From 35 to 39 years","2019W15","Number","Total","Belgium","12","p"
"From 35 to 39 years","2019W16","Number","Total","Belgium","13","p"
"From 35 to 39 years","2019W17","Number","Total","Belgium","12","p"
"From 35 to 39 years","2019W18","Number","Total","Belgium","9","p"
"From 35 to 39 years","2019W19","Number","Total","Belgium","12","p"
"From 35 to 39 years","2019W20","Number","Total","Belgium","8","p"
"From 35 to 39 years","2019W21","Number","Total","Belgium","9","p"
"From 35 to 39 years","2019W22","Number","Total","Belgium","8","p"
"From 35 to 39 years","2019W23","Number","Total","Belgium","8","p"
"From 35 to 39 years","2019W24","Number","Total","Belgium","9","p"
"From 35 to 39 years","2019W25","Number","Total","Belgium","10","p"
"From 35 to 39 years","2019W26","Number","Total","Belgium","14","p"
"From 35 to 39 years","2019W27","Number","Total","Belgium","11","p"
"From 35 to 39 years","2019W28","Number","Total","Belgium","9","p"
"From 35 to 39 years","2019W29","Number","Total","Belgium","9","p"
"From 35 to 39 years","2019W30","Number","Total","Belgium","14","p"
"From 35 to 39 years","2019W31","Number","Total","Belgium","9","p"
"From 35 to 39 years","2019W32","Number","Total","Belgium","16","p"
"From 35 to 39 years","2019W33","Number","Total","Belgium","8","p"
"From 35 to 39 years","2019W34","Number","Total","Belgium","6","p"
"From 35 to 39 years","2019W35","Number","Total","Belgium","10","p"
"From 35 to 39 years","2019W36","Number","Total","Belgium","7","p"
"From 35 to 39 years","2019W37","Number","Total","Belgium","17","p"
"From 35 to 39 years","2019W38","Number","Total","Belgium","12","p"
"From 35 to 39 years","2019W39","Number","Total","Belgium","15","p"
"From 35 to 39 years","2019W40","Number","Total","Belgium","13","p"
"From 35 to 39 years","2019W41","Number","Total","Belgium","13","p"
"From 35 to 39 years","2019W42","Number","Total","Belgium","4","p"
"From 35 to 39 years","2019W43","Number","Total","Belgium","8","p"
"From 35 to 39 years","2019W44","Number","Total","Belgium","10","p"
"From 35 to 39 years","2019W45","Number","Total","Belgium","16","p"
"From 35 to 39 years","2019W46","Number","Total","Belgium","12","p"
"From 35 to 39 years","2019W47","Number","Total","Belgium","14","p"
"From 35 to 39 years","2019W48","Number","Total","Belgium","7","p"
"From 35 to 39 years","2019W49","Number","Total","Belgium","14","p"
"From 35 to 39 years","2019W50","Number","Total","Belgium","9","p"
"From 35 to 39 years","2019W51","Number","Total","Belgium","13","p"
"From 35 to 39 years","2019W52","Number","Total","Belgium","7","p"
"From 35 to 39 years","2019W99","Number","Total","Belgium",":",""
"From 35 to 39 years","2020W01","Number","Total","Belgium","9","p"
"From 35 to 39 years","2020W02","Number","Total","Belgium","7","p"
"From 35 to 39 years","2020W03","Number","Total","Belgium","10","p"
"From 35 to 39 years","2020W04","Number","Total","Belgium","9","p"
"From 35 to 39 years","2020W05","Number","Total","Belgium","16","p"
"From 35 to 39 years","2020W06","Number","Total","Belgium","9","p"
"From 35 to 39 years","2020W07","Number","Total","Belgium","17","p"
"From 35 to 39 years","2020W08","Number","Total","Belgium","16","p"
"From 35 to 39 years","2020W09","Number","Total","Belgium","6","p"
"From 35 to 39 years","2020W10","Number","Total","Belgium","10","p"
"From 35 to 39 years","2020W11","Number","Total","Belgium","8","p"
"From 35 to 39 years","2020W12","Number","Total","Belgium","13","p"
"From 35 to 39 years","2020W13","Number","Total","Belgium","9","p"
"From 35 to 39 years","2020W14","Number","Total","Belgium","16","p"
"From 35 to 39 years","2020W15","Number","Total","Belgium","12","p"
"From 35 to 39 years","2020W16","Number","Total","Belgium","11","p"
"From 35 to 39 years","2020W17","Number","Total","Belgium","7","p"
"From 35 to 39 years","2020W18","Number","Total","Belgium","13","p"
"From 35 to 39 years","2020W19","Number","Total","Belgium","9","p"
"From 35 to 39 years","2020W20","Number","Total","Belgium","14","p"
"From 35 to 39 years","2020W21","Number","Total","Belgium","10","p"
"From 35 to 39 years","2020W22","Number","Total","Belgium","16","p"
"From 35 to 39 years","2020W23","Number","Total","Belgium","7","p"
"From 35 to 39 years","2020W24","Number","Total","Belgium","13","p"
"From 35 to 39 years","2020W25","Number","Total","Belgium","10","p"
"From 35 to 39 years","2020W26","Number","Total","Belgium","15","p"
"From 35 to 39 years","2020W27","Number","Total","Belgium","8","p"
"From 35 to 39 years","2020W28","Number","Total","Belgium","14","p"
"From 35 to 39 years","2020W29","Number","Total","Belgium","5","p"
"From 35 to 39 years","2020W30","Number","Total","Belgium","10","p"
"From 35 to 39 years","2020W31","Number","Total","Belgium",":",""
"From 35 to 39 years","2020W32","Number","Total","Belgium",":",""
"From 35 to 39 years","2020W99","Number","Total","Belgium",":",""
"From 40 to 44 years","2000W01","Number","Total","Belgium","26",""
"From 40 to 44 years","2000W02","Number","Total","Belgium","36",""
"From 40 to 44 years","2000W03","Number","Total","Belgium","34",""
"From 40 to 44 years","2000W04","Number","Total","Belgium","29",""
"From 40 to 44 years","2000W05","Number","Total","Belgium","39",""
"From 40 to 44 years","2000W06","Number","Total","Belgium","27",""
"From 40 to 44 years","2000W07","Number","Total","Belgium","25",""
"From 40 to 44 years","2000W08","Number","Total","Belgium","25",""
"From 40 to 44 years","2000W09","Number","Total","Belgium","27",""
"From 40 to 44 years","2000W10","Number","Total","Belgium","27",""
"From 40 to 44 years","2000W11","Number","Total","Belgium","23",""
"From 40 to 44 years","2000W12","Number","Total","Belgium","23",""
"From 40 to 44 years","2000W13","Number","Total","Belgium","25",""
"From 40 to 44 years","2000W14","Number","Total","Belgium","25",""
"From 40 to 44 years","2000W15","Number","Total","Belgium","28",""
"From 40 to 44 years","2000W16","Number","Total","Belgium","33",""
"From 40 to 44 years","2000W17","Number","Total","Belgium","25",""
"From 40 to 44 years","2000W18","Number","Total","Belgium","29",""
"From 40 to 44 years","2000W19","Number","Total","Belgium","30",""
"From 40 to 44 years","2000W20","Number","Total","Belgium","22",""
"From 40 to 44 years","2000W21","Number","Total","Belgium","34",""
"From 40 to 44 years","2000W22","Number","Total","Belgium","31",""
"From 40 to 44 years","2000W23","Number","Total","Belgium","31",""
"From 40 to 44 years","2000W24","Number","Total","Belgium","26",""
"From 40 to 44 years","2000W25","Number","Total","Belgium","36",""
"From 40 to 44 years","2000W26","Number","Total","Belgium","25",""
"From 40 to 44 years","2000W27","Number","Total","Belgium","31",""
"From 40 to 44 years","2000W28","Number","Total","Belgium","36",""
"From 40 to 44 years","2000W29","Number","Total","Belgium","23",""
"From 40 to 44 years","2000W30","Number","Total","Belgium","29",""
"From 40 to 44 years","2000W31","Number","Total","Belgium","30",""
"From 40 to 44 years","2000W32","Number","Total","Belgium","33",""
"From 40 to 44 years","2000W33","Number","Total","Belgium","27",""
"From 40 to 44 years","2000W34","Number","Total","Belgium","34",""
"From 40 to 44 years","2000W35","Number","Total","Belgium","25",""
"From 40 to 44 years","2000W36","Number","Total","Belgium","17",""
"From 40 to 44 years","2000W37","Number","Total","Belgium","30",""
"From 40 to 44 years","2000W38","Number","Total","Belgium","26",""
"From 40 to 44 years","2000W39","Number","Total","Belgium","30",""
"From 40 to 44 years","2000W40","Number","Total","Belgium","33",""
"From 40 to 44 years","2000W41","Number","Total","Belgium","20",""
"From 40 to 44 years","2000W42","Number","Total","Belgium","28",""
"From 40 to 44 years","2000W43","Number","Total","Belgium","32",""
"From 40 to 44 years","2000W44","Number","Total","Belgium","35",""
"From 40 to 44 years","2000W45","Number","Total","Belgium","27",""
"From 40 to 44 years","2000W46","Number","Total","Belgium","23",""
"From 40 to 44 years","2000W47","Number","Total","Belgium","25",""
"From 40 to 44 years","2000W48","Number","Total","Belgium","23",""
"From 40 to 44 years","2000W49","Number","Total","Belgium","30",""
"From 40 to 44 years","2000W50","Number","Total","Belgium","30",""
"From 40 to 44 years","2000W51","Number","Total","Belgium","23",""
"From 40 to 44 years","2000W52","Number","Total","Belgium","19",""
"From 40 to 44 years","2000W99","Number","Total","Belgium",":",""
"From 40 to 44 years","2001W01","Number","Total","Belgium","29",""
"From 40 to 44 years","2001W02","Number","Total","Belgium","24",""
"From 40 to 44 years","2001W03","Number","Total","Belgium","30",""
"From 40 to 44 years","2001W04","Number","Total","Belgium","35",""
"From 40 to 44 years","2001W05","Number","Total","Belgium","27",""
"From 40 to 44 years","2001W06","Number","Total","Belgium","31",""
"From 40 to 44 years","2001W07","Number","Total","Belgium","32",""
"From 40 to 44 years","2001W08","Number","Total","Belgium","26",""
"From 40 to 44 years","2001W09","Number","Total","Belgium","34",""
"From 40 to 44 years","2001W10","Number","Total","Belgium","28",""
"From 40 to 44 years","2001W11","Number","Total","Belgium","23",""
"From 40 to 44 years","2001W12","Number","Total","Belgium","25",""
"From 40 to 44 years","2001W13","Number","Total","Belgium","34",""
"From 40 to 44 years","2001W14","Number","Total","Belgium","30",""
"From 40 to 44 years","2001W15","Number","Total","Belgium","30",""
"From 40 to 44 years","2001W16","Number","Total","Belgium","37",""
"From 40 to 44 years","2001W17","Number","Total","Belgium","36",""
"From 40 to 44 years","2001W18","Number","Total","Belgium","26",""
"From 40 to 44 years","2001W19","Number","Total","Belgium","30",""
"From 40 to 44 years","2001W20","Number","Total","Belgium","33",""
"From 40 to 44 years","2001W21","Number","Total","Belgium","22",""
